,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,number,street,city,district,postcode,latGold,lonGold
911,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
912,11220,11220,11220,35,VIOLETAS,SAO PAULO,CIDADE TIRADENTES,,-23.588724,-46.383014
913,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
914,915,915,915,32,RUA DIVINA COMEDIA,SAO PAULO,CIDADE DUTRA,,-23.733757,-46.702158
915,6941,6941,6941,1754,RUA BATISTA FERGUSIO,SAO PAULO,SAPOPEMBA,,-23.625387,-46.505204
916,5720,5720,5720,SN,RUA ANDRE PUJOS,SAO PAULO,SACOMA,,-23.658007,-46.613201
917,4086,4086,4086,1417,RUA GUAICURUS,SAO PAULO,LAPA,,-23.52153,-46.698626
918,9962,9962,9962,49,BATUIRA DO CAMPO,SAO PAULO,ERMELINO MATARAZZO,,-23.478662,-46.494123
919,9343,9343,9343,SN,AVENIDA EGIDIO MARTINS,SAO PAULO,SAPOPEMBA,,-23.591517,-46.526217
920,5360,5360,5360,        77,GUATAMBUS,SAO PAULO,PEDREIRA,,-23.712991,-46.622907
921,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
922,8945,8945,8945,149,RUA JAN MONET,SAO PAULO,JACANA,,-23.464849,-46.568657
923,7495,7495,7495,8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,IGUATEMI,,-23.622459,-46.413492
924,1548,1548,1548,6,FORTE DONA BARRA,SAO PAULO,CAMPO LIMPO,,-23.640413,-46.760541
925,7495,7495,7495,8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,IGUATEMI,,-23.622459,-46.413492
926,5349,5349,5349,36,RUA ANA MARIA,SAO PAULO,JABAQUARA,,-23.67015,-46.633518
927,5028,5028,5028,153,JOAO LANG,SAO PAULO,PARELHEIROS,,-23.867688,-46.652727
928,10721,10721,10721,2737,AVENIDA DOUTOR JOSE ARTHUR DONA NOVA,SAO PAULO,JARDIM HELENA,,-23.474758,-46.424325
929,4247,4247,4247,421,RUA SILVANO DE ALMEIDA,SAO PAULO,LIMAO,,-23.500075,-46.678995
930,8018,8018,8018,20,ARISTON AZEVEDO,SAO PAULO,BELEM,,-23.528368,-46.60192
931,3520,3520,3520,2280,AVENIDA MARTIN LUTHER KING,SAO PAULO,RIO PEQUENO,,-23.554837,-46.759283
932,9837,9837,9837,215,SERRA VERDE,SAO PAULO,CANGAIBA,,-23.492067,-46.504589
933,1236,1236,1236,130,FRANCISCO DE ABREU,SAO PAULO,CAPAO REDONDO,,-23.677186,-46.767532
934,6974,6974,6974,780,AVENIDA ARQUITETO VILA NOVA ARTIGAS,SAO PAULO,SAPOPEMBA,,-23.607649,-46.501547
935,5813,5813,5813,1624,AVENIDA BOSQUE DONA SAUDE,SAO PAULO,CURSINO,,-23.613194,-46.622215
936,7573,7573,7573,894,RUA FRANCISCO JOSE VIANA,SAO PAULO,CIDADE TIRADENTES,,-23.611801,-46.396406
937,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
938,6252,6252,6252,515,RUA JOSE ANTONIO VALADARES,SAO PAULO,SACOMA,,-23.645944,-46.590909
939,10204,10204,10204,,MOACIR GOMES DE ALMEIDA,SAO PAULO,CIDADE TIRADENTES,,-23.57839,-46.405086
940,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
941,2090,2090,2090,504,RUA AMADOR BUENO,SAO PAULO,SANTO AMARO,,-23.652775,-46.712802
942,1998,1998,1998,71,RUA JOSE PAULINO DE ARAUJO,SAO PAULO,CAMPO GRANDE,,-23.679599,-46.685368
943,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
944,9137,9137,9137,96,RUA FREDERICO ESTEBAN JR,SAO PAULO,TREMEMBE,,-23.446779,-46.613172
945,2252,2252,2252,1518,RUA VICENTE LEPORACE,SAO PAULO,CAMPO BELO,,-23.631877,-46.676787
946,7789,7789,7789,540,RUA BRIGADEIRO GALVAO,SAO PAULO,SANTA CECILIA,,-23.530815,-46.65681
947,5228,5228,5228,       659,VICENTE STRICHALSKY,SAO PAULO,PEDREIRA,,-23.703776,-46.632434
948,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
949,3290,3290,3290,12,RUA JOSE XAVIER GUIMARAES,SAO PAULO,RAPOSO TAVARES,,-23.587889,-46.76625
950,8844,8844,8844,202,RUA CANEDOS,SAO PAULO,TUCURUVI,,-23.479978,-46.590181
951,1978,1978,1978,115,RUA RAIMUNDO LOPES,SAO PAULO,CIDADE DUTRA,,-23.704302,-46.686126
952,5033,5033,5033,9953,ESTRADA DE ITAQUAQUECETUBA,SAO PAULO,GRAJAU,,-23.773352,-46.645842
953,10721,10721,10721,2737,AVENIDA DOUTOR JOSE ARTHUR DONA NOVA,SAO PAULO,JARDIM HELENA,,-23.474758,-46.424325
954,9887,9887,9887,383,GUILHERME DE OLIVEIRA SA,SAO PAULO,ERMELINO MATARAZZO,,-23.499194,-46.482772
955,5360,5360,5360,        77,GUATAMBUS,SAO PAULO,PEDREIRA,,-23.712991,-46.622907
956,11222,11222,11222,S/N,RUA ALFONSE JOAILLER,SAO PAULO,CIDADE TIRADENTES,,-23.587035,-46.380936
957,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
958,5350,5350,5350,141,AVENIDA FULFARO,SAO PAULO,CIDADE ADEMAR,,-23.673698,-46.63212
959,5360,5360,5360,        77,GUATAMBUS,SAO PAULO,PEDREIRA,,-23.712991,-46.622907
960,8394,8394,8394,28,RUA FERNANDO FALCAO,SAO PAULO,AGUA RASA,,-23.56466,-46.589415
961,4402,4402,4402,      3694,EMILIO CARLOS,SAO PAULO,CACHOEIRINHA,,-23.475769,-46.669433
962,1915,1915,1915,259,AVENIDA JOAO PAULO DONA SILVA,SAO PAULO,CIDADE DUTRA,,-23.693561,-46.6972
963,3276,3276,3276,195,RUA MANUEL MARTINS COLLACO,SAO PAULO,RIO PEQUENO,,-23.571786,-46.777202
964,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
965,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
966,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
967,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
968,809,809,809,1500,RUA AMARO ALVES DO ROSARIO,SAO PAULO,PARELHEIROS,,-23.811493,-46.714684
969,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
970,11478,11478,11478,160,RUA NOVA BELEM,SAO PAULO,ITAIM PAULISTA,,-23.51482,-46.375787
971,883,883,883,818,RUA GIUSEPPE TARTINI,SAO PAULO,GRAJAU,,-23.75376,-46.7045
972,3541,3541,3541,110,RUA MAESTRO ITALO IZZO,SAO PAULO,JAGUARE,,-23.541006,-46.758858
973,9940,9940,9940,88,RAMOS DE OLIVEIRA,SAO PAULO,VILA JACUI,,-23.510391,-46.465977
974,11582,11582,11582,        87,MANUEL FELIX DE LIMA,SAO PAULO,JARDIM HELENA,,-23.478051,-46.384025
975,4046,4046,4046,33,RUA MARTA,SAO PAULO,BARRA FUNDA,,-23.529807,-46.661804
976,5029,5029,5029,19,RUA MANOEL DONA COSTA CAPANEMA,SAO PAULO,PARELHEIROS,,-23.878914,-46.63997
977,8733,8733,8733,60,RUA CAIRO,SAO PAULO,PENHA,,-23.533059,-46.545879
978,5186,5186,5186,181,INDEPENDENCIA,SAO PAULO,CIDADE ADEMAR,,-23.714569,-46.651474
979,6246,6246,6246,70,RUA GASTAO FORMENTI,SAO PAULO,SACOMA,,-23.648117,-46.594612
980,7424,7424,7424,201,RUA CURUMATIM,SAO PAULO,IGUATEMI,,-23.602328,-46.449597
981,9768,9768,9768,131,RUA MUNICIPAL,SAO PAULO,PENHA,,-23.521851,-46.506926
982,8927,8927,8927,30,MERINO,SAO PAULO,VILA MEDEIROS,,-23.486296,-46.566104
983,9997,9997,9997,313,JAPICHAUA,SAO PAULO,VILA JACUI,,-23.481621,-46.470061
984,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
985,4377,4377,4377,S N,PCA SANTISSIMA TRINDADE,SAO PAULO,CASA VERDE,,-23.486468,-46.663459
986,5562,5562,5562,      1788,ARMANDO DE ARRUDA PEREIRA,SAO PAULO,JABAQUARA,,-23.645179,-46.641349
987,5028,5028,5028,153,JOAO LANG,SAO PAULO,PARELHEIROS,,-23.867688,-46.652727
988,7573,7573,7573,894,RUA FRANCISCO JOSE VIANA,SAO PAULO,CIDADE TIRADENTES,,-23.611801,-46.396406
989,746,746,746,1860,RUA AMERICO TURINI,SAO PAULO,JARDIM ANGELA,,-23.746562,-46.786838
990,9240,9240,9240,      6680,SEZEFREDO FAGUNDES,SAO PAULO,TREMEMBE,,-23.427694,-46.593913
991,9035,9035,9035,391,CAPITAO BUSSE,SAO PAULO,JACANA,,-23.477564,-46.561125
992,8760,8760,8760,541,RUA PROFESSORA MARIA J BARONE FERNANDES,SAO PAULO,VILA MARIA,,-23.518282,-46.590718
993,10702,10702,10702,1280,DOUTOR JOSE DE PORCIUNCULA,SAO PAULO,JARDIM HELENA,,-23.483219,-46.420355
994,7481,7481,7481,        10,FIDELIS,SAO PAULO,IGUATEMI,,-23.616139,-46.422975
995,3959,3959,3959,1165,CRISTIANO VIANA,SAO PAULO,PINHEIROS,,-23.553191,-46.681388
996,877,877,877,215,RUA WENCESLAU RALISCH,SAO PAULO,CIDADE DUTRA,,-23.724567,-46.714733
997,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
998,728,728,728,1414,RUA JUSA DO,SAO PAULO,PARELHEIROS,,-23.821185,-46.749788
999,3541,3541,3541,110,RUA MAESTRO ITALO IZZO,SAO PAULO,JAGUARE,,-23.541006,-46.758858
1000,1890,1890,1890,87,VARSOVIA,SAO PAULO,CIDADE DUTRA,,-23.709574,-46.705467
1001,10003,10003,10003,200,DEMETER,SAO PAULO,PARQUE DO CARMO,,-23.583715,-46.451522
1002,2154,2154,2154,278,RUA DOUTOR JOSE GUSTAVO BUSH,SAO PAULO,VILA ANDRADE,,-23.625407,-46.720629
1003,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
1004,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
1005,7011,7011,7011,400,RUA LOURENCO LEITE PENTEADO,SAO PAULO,SAO RAFAEL,,-23.633406,-46.468582
1006,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
1007,5178,5178,5178,       314,CAMILO ANGLERIA,SAO PAULO,PEDREIRA,,-23.709002,-46.661494
1008,7009,7009,7009,110,RUA CORUQUEAMAS,SAO PAULO,SAO RAFAEL,,-23.631641,-46.470791
1009,6252,6252,6252,515,RUA JOSE ANTONIO VALADARES,SAO PAULO,SACOMA,,-23.645944,-46.590909
1010,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
1011,720,720,720,S/N,SINFONIA MILITAR TRAV H,SAO PAULO,PARELHEIROS,,-23.803575,-46.764608
1012,4475,4475,4475,147,MARTINO AROSIO,SAO PAULO,JARAGUA,,-23.433746,-46.751817
1013,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
1014,4428,4428,4428,802,RUA PRESIDENTE FELIX PAIVA,SAO PAULO,ANHANGUERA,,-23.45069,-46.788347
1015,11582,11582,11582,        87,MANUEL FELIX DE LIMA,SAO PAULO,JARDIM HELENA,,-23.478051,-46.384025
1016,3548,3548,3548,80,KENKITI SHIMOMOTO,SAO PAULO,JAGUARE,,-23.554337,-46.736438
1017,9962,9962,9962,49,BATUIRA DO CAMPO,SAO PAULO,ERMELINO MATARAZZO,,-23.478662,-46.494123
1018,4139,4139,4139,222,ANTONIO PEREIRA SANTOS,SAO PAULO,PONTE RASA,,-23.47518,-46.726262
1019,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
1020,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
1021,7684,7684,7684,80,RUA VIEIRA FAZENDA,SAO PAULO,VILA MARIANA,,-23.588392,-46.633386
1022,1079,1079,1079,      8589,M BOI MIRIM,SAO PAULO,JARDIM ANGELA,,-23.717224,-46.783684
1023,11597,11597,11597,107,MOISES ALVES DOS SANTOS,SAO PAULO,ITAIM PAULISTA,,-23.485766,-46.37771
1024,5029,5029,5029,19,RUA MANOEL DONA COSTA CAPANEMA,SAO PAULO,PARELHEIROS,,-23.878914,-46.63997
1025,2207,2207,2207,537,RUA VIGARIO JOAO DE PONTES,SAO PAULO,SANTO AMARO,,-23.651174,-46.688814
1026,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
1027,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
1028,9505,9505,9505,238,RUA ISAURA VERGUEIRO NAUFEL,SAO PAULO,ARTUR ALVIM,,-23.547453,-46.4992
1029,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
1030,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
1031,5228,5228,5228,       659,VICENTE STRICHALSKY,SAO PAULO,PEDREIRA,,-23.703776,-46.632434
1032,5677,5677,5677,88,RUA DOUTOR NOGUEIRA MARTINS,SAO PAULO,SAUDE,,-23.613846,-46.630882
1033,3290,3290,3290,12,RUA JOSE XAVIER GUIMARAES,SAO PAULO,RAPOSO TAVARES,,-23.587889,-46.76625
1034,4081,4081,4081,67,RUA SCIPIAO,SAO PAULO,LAPA,,-23.525371,-46.699432
1035,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
1036,6915,6915,6915,       457,PEDRO GONCALVES VAREJAO,SAO PAULO,ARTUR ALVIM,,-23.608684,-46.51977
1037,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
1038,8303,8303,8303,      3207,NOVA CANTAREIRA,SAO PAULO,TUCURUVI,,-23.469949,-46.617073
1039,9516,9516,9516,64,ALTEROSAS,SAO PAULO,VILA MATILDE,,-23.528814,-46.509351
1040,6498,6498,6498,61,PRACA BELCHIOR DE BORBA,SAO PAULO,VILA PRUDENTE,,-23.599189,-46.562757
1041,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
1042,5033,5033,5033,9953,ESTRADA DE ITAQUAQUECETUBA,SAO PAULO,GRAJAU,,-23.773352,-46.645842
1043,8301,8301,8301,1913,AVENIDA AGUA FRIA,SAO PAULO,TUCURUVI,,-23.472348,-46.618137
1044,8312,8312,8312,1816,AVENIDA MAL EURICO G DUTRA,SAO PAULO,TUCURUVI,,-23.483967,-46.608477
1045,4509,4509,4509,510,RUA BARRA DONA FORQUILHA,SAO PAULO,JARAGUA,,-23.451897,-46.730698
1046,7011,7011,7011,400,RUA LOURENCO LEITE PENTEADO,SAO PAULO,SAO RAFAEL,,-23.633406,-46.468582
1047,5033,5033,5033,9953,ESTRADA DE ITAQUAQUECETUBA,SAO PAULO,GRAJAU,,-23.773352,-46.645842
1048,3664,3664,3664,161,TENENTE JOAO SALUSTIANO LIRA,SAO PAULO,VILA LEOPOLDINA,,-23.522089,-46.745443
1049,9137,9137,9137,96,RUA FREDERICO ESTEBAN JR,SAO PAULO,TREMEMBE,,-23.446779,-46.613172
1050,6530,6530,6530,100,CACHOEIRA SAO BENEDITO,SAO PAULO,SAO LUCAS,,-23.613262,-46.535866
1051,5037,5037,5037,SN,MARIA MOASSAB BARBOUR,SAO PAULO,GRAJAU,,-23.744412,-46.660168
1052,1305,1305,1305,100,RUA DONA VIRGNIA,SAO PAULO,JARDIM SAO LUIS,,-23.692098,-46.740941
1053,8125,8125,8125,141,RUA DOS PATIS,SAO PAULO,CACHOEIRINHA,,-23.473931,-46.658965
1054,774,774,774,       309,ANA LUCIA DE AMICIS,SAO PAULO,JARDIM ANGELA,,-23.736904,-46.776304
1055,5360,5360,5360,        77,GUATAMBUS,SAO PAULO,PEDREIRA,,-23.712991,-46.622907
1056,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
1057,7016,7016,7016,83,LEV LANDAU,SAO PAULO,SAPOPEMBA,,-23.623517,-46.497761
1058,5360,5360,5360,        77,GUATAMBUS,SAO PAULO,PEDREIRA,,-23.712991,-46.622907
1059,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
1060,5536,5536,5536,S/N,RUA APACE,SAO PAULO,JABAQUARA,,-23.645101,-46.646886
1061,7961,7961,7961,363,RUA MOOCA DONA,SAO PAULO,BRAS,,-23.553538,-46.621604
1062,7495,7495,7495,8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,IGUATEMI,,-23.622459,-46.413492
1063,1297,1297,1297,250,CANDELARIA,SAO PAULO,JARDIM SAO LUIS,,-23.693792,-46.753322
1064,5360,5360,5360,        77,GUATAMBUS,SAO PAULO,PEDREIRA,,-23.712991,-46.622907
1065,1917,1917,1917,205,AVENIDA INACIO CUNHA LEME,SAO PAULO,SOCORRO,,-23.690515,-46.711814
1066,6941,6941,6941,1754,RUA BATISTA FERGUSIO,SAO PAULO,SAPOPEMBA,,-23.625387,-46.505204
1067,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
1068,11166,11166,11166,80,JOSE FRANCISCO BRANDAO,SAO PAULO,CIDADE TIRADENTES,,-23.588604,-46.395963
1069,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
1070,6941,6941,6941,1754,RUA BATISTA FERGUSIO,SAO PAULO,SAPOPEMBA,,-23.625387,-46.505204
1071,10096,10096,10096,21,RUA CONSTANTINO FERNANDES,SAO PAULO,JOSE BONIFACIO,,-23.556232,-46.434275
1072,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
1073,883,883,883,818,RUA GIUSEPPE TARTINI,SAO PAULO,GRAJAU,,-23.75376,-46.7045
1074,5349,5349,5349,36,RUA ANA MARIA,SAO PAULO,JABAQUARA,,-23.67015,-46.633518
1075,4597,4597,4597,208,DEDALION,SAO PAULO,PERUS,,-23.408897,-46.737311
1076,299,299,299,10022,PLINIO DIAS,SAO PAULO,JARDIM ANGELA,,-23.738639,-46.796116
1077,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
1078,1076,1076,1076,S/N,AVENIDA SAO PAULO,SAO PAULO,GRAJAU,,-23.733894,-46.663211
1079,4306,4306,4306,180,RUA PADRE TOMAS PEREIRA,SAO PAULO,LIMAO,,-23.489995,-46.678236
1080,5333,5333,5333,271,RUA SEBASTIAO AFONSO,SAO PAULO,CIDADE ADEMAR,,-23.677366,-46.633336
1081,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
1082,10754,10754,10754,       175,TIETE,SAO PAULO,JARDIM HELENA,,-23.485766,-46.407575
1083,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
1084,746,746,746,1860,RUA AMERICO TURINI,SAO PAULO,JARDIM ANGELA,,-23.746562,-46.786838
1085,7054,7054,7054,       243,BRAS PIRES,SAO PAULO,SAPOPEMBA,,-23.596458,-46.496173
1086,10020,10020,10020,100,RUA PROFESSOR HASEGAWA,SAO PAULO,JOSE BONIFACIO,,-23.563036,-46.433499
1087,207,207,207,75,RUA FILOMENA BELMONT,SAO PAULO,MARSILAC,,-23.907963,-46.706575
1088,1488,1488,1488,318,CABAXI,SAO PAULO,CAMPO LIMPO,,-23.64071,-46.778364
1089,6941,6941,6941,1754,RUA BATISTA FERGUSIO,SAO PAULO,SAPOPEMBA,,-23.625387,-46.505204
1090,9237,9237,9237,100,CRISANTEMO,SAO PAULO,TREMEMBE,,-23.431378,-46.573848
1091,5033,5033,5033,9953,ESTRADA DE ITAQUAQUECETUBA,SAO PAULO,GRAJAU,,-23.773352,-46.645842
1092,4088,4088,4088,2136,RUA AURELIA,SAO PAULO,LAPA,,-23.521907,-46.697665
1093,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
1094,7495,7495,7495,8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,IGUATEMI,,-23.622459,-46.413492
1095,809,809,809,1500,RUA AMARO ALVES DO ROSARIO,SAO PAULO,PARELHEIROS,,-23.811493,-46.714684
1096,7340,7340,7340,20,DONA DISPERSAO,SAO PAULO,SAO RAFAEL,,-23.633868,-46.456519
1097,5549,5549,5549,842,ALAMEDA DOS GUAIOS,SAO PAULO,SAUDE,,-23.629174,-46.649865
1098,4789,4789,4789,1547,DANIEL CERRI,SAO PAULO,BRASILANDIA,,-23.447766,-46.689179
1099,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
1100,8121,8121,8121,115,RUA PROFESSOR DORIVAL DIAS MINHOTO,SAO PAULO,MANDAQUI,,-23.482298,-46.645358
1101,7011,7011,7011,400,RUA LOURENCO LEITE PENTEADO,SAO PAULO,SAO RAFAEL,,-23.633406,-46.468582
1102,1127,1127,1127,300,RUA JOSE CARLOS DOS SANTOS MARQUES,SAO PAULO,JARDIM ANGELA,,-23.692228,-46.761072
1103,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
1104,7369,7369,7369,790,DOS SERTANISTAS,SAO PAULO,SAO RAFAEL,,-23.627998,-46.445766
1105,10718,10718,10718,81,ANTONIO XAVIER,SAO PAULO,JARDIM HELENA,,-23.475623,-46.427649
1106,1445,1445,1445,10,14 DE OUTUBRO,SAO PAULO,CAPAO REDONDO,,-23.648191,-46.790527
1107,5033,5033,5033,9953,ESTRADA DE ITAQUAQUECETUBA,SAO PAULO,GRAJAU,,-23.773352,-46.645842
1108,3974,3974,3974,434,RUA RAUL POMPEIA,SAO PAULO,PERDIZES,,-23.529594,-46.687393
1109,10146,10146,10146,1500,PROFESSOR HASEGAWA,SAO PAULO,JOSE BONIFACIO,,-23.567425,-46.428922
1110,7965,7965,7965,1105,RANGEL PESTANA,SAO PAULO,REPUBLICA,,-23.547067,-46.62446
1111,6337,6337,6337,10,VINTE E SETE DE SETEMBRO,SAO PAULO,SACOMA,,-23.612434,-46.590482
1112,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
1113,9137,9137,9137,96,RUA FREDERICO ESTEBAN JR,SAO PAULO,TREMEMBE,,-23.446779,-46.613172
1114,11584,11584,11584,       246,SALIM,SAO PAULO,ITAIM PAULISTA,,-23.494078,-46.379883
1115,1763,1763,1763,1355,RUA ITAPAIUNA,SAO PAULO,VILA ANDRADE,,-23.63172,-46.72756
1116,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
1117,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
1118,720,720,720,S/N,SINFONIA MILITAR TRAV H,SAO PAULO,PARELHEIROS,,-23.803575,-46.764608
1119,3487,3487,3487,       100,LAYR COSTA REGO,SAO PAULO,BUTANTA,,-23.588784,-46.735157
1120,11216,11216,11216,S/N,RUA JULIO GOUVEIA,SAO PAULO,GUAIANASES,,-23.566459,-46.393412
1121,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
1122,10626,10626,10626,       275,ORMINDA PINTO,SAO PAULO,VILA CURUCA,,-23.525953,-46.40221
1123,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
1124,4712,4712,4712,       774,FRAGATA CONSTITUICAO,SAO PAULO,JARAGUA,,-23.431115,-46.711876
1125,10541,10541,10541,132,FAUSTINO CORREA,SAO PAULO,LAJEADO,,-23.52607,-46.431007
1126,7982,7982,7982,153,RUA CANINDE,SAO PAULO,PARI,,-23.533126,-46.623975
1127,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
1128,7495,7495,7495,8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,IGUATEMI,,-23.622459,-46.413492
1129,10214,10214,10214,10,BARROSO DO AMAZONAS BARAO,SAO PAULO,CIDADE TIRADENTES,,-23.569533,-46.4102
1130,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
1131,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
1132,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
1133,8785,8785,8785,476,RUA MERE AMEDEA,SAO PAULO,VILA MARIA,,-23.509436,-46.587466
1134,10710,10710,10710,71,RUA DONA GOIABEIRA SERRANA,SAO PAULO,JARDIM HELENA,,-23.482622,-46.416932
1135,3829,3829,3829,717,PEREIRA DE ANDRADE PADRE,SAO PAULO,ALTO DE PINHEIROS,,-23.544744,-46.71871
1136,2009,2009,2009,335,MOLIERE,SAO PAULO,CAMPO GRANDE,,-23.658654,-46.692401
1137,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
1138,3804,3804,3804,0425,RUA ANTONIO MARIANI,SAO PAULO,BUTANTA,,-23.576178,-46.717832
1139,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
1140,4530,4530,4530,870,PAULO ARENTINO,SAO PAULO,JARAGUA,,-23.434843,-46.735251
1141,7968,7968,7968,157,RUA DONA ANA NERI,SAO PAULO,CAMBUCI,,-23.555613,-46.614231
1142,10727,10727,10727,434,DOS MURURES,SAO PAULO,JARDIM HELENA,,-23.476385,-46.419084
1143,9237,9237,9237,100,CRISANTEMO,SAO PAULO,TREMEMBE,,-23.431378,-46.573848
1144,7999,7999,7999,1282,RUA TRILHOS DOS,SAO PAULO,MOOCA,,-23.553772,-46.59714
1145,4540,4540,4540,251,BRAZ BALTAZAR DONA SILVEIRA,SAO PAULO,PERUS,,-23.414383,-46.755479
1146,5028,5028,5028,153,JOAO LANG,SAO PAULO,PARELHEIROS,,-23.867688,-46.652727
1147,206,206,206,7,PASCOAL BELMONT,SAO PAULO,MARSILAC,,-23.908371,-46.707091
1148,5033,5033,5033,9953,ESTRADA DE ITAQUAQUECETUBA,SAO PAULO,GRAJAU,,-23.773352,-46.645842
1149,7012,7012,7012,45,PRAÇA PIRES RODOVALHO,SAO PAULO,SAO RAFAEL,,-23.633767,-46.467229
