number,street,city,latGold,lonGold,id,geoapi_id,request_id,lat,long,accuracy,endereço
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2932634,Google,2932634,-23.8747448,-46.631251,,"SP, ESTRADA DO CURUCUTU, SN, SAO PAULO"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2932634,MapBox,2932634,-23.8924383,-46.6174,0.696429,"SP, ESTRADA DO CURUCUTU, SN, SAO PAULO"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2932634,OpenRouteService,2932634,-23.570533,-46.663713,0.6,"SP, ESTRADA DO CURUCUTU, SN, SAO PAULO"
8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,-23.622459,-46.413492,2932635,Google,2932635,-23.6224914,-46.4144929,,"SP, RUA GOLFO DONA CALIFORNIA, 8, SAO PAULO"
8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,-23.622459,-46.413492,2932635,MapBox,2932635,-23.754795,-46.658638,0.547222,"SP, RUA GOLFO DONA CALIFORNIA, 8, SAO PAULO"
8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,-23.622459,-46.413492,2932635,OpenRouteService,2932635,-23.667305,-46.779298,1.0,"SP, RUA GOLFO DONA CALIFORNIA, 8, SAO PAULO"
8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,-23.622459,-46.413492,2932635,Here,2932635,-23.59236,-46.51097,0.72,"SP, RUA GOLFO DONA CALIFORNIA, 8, SAO PAULO"
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2932636,Here,2932636,-23.79558,-46.7365,1.0,"SP, CARLOS JORGE SCHMIDT,         32, SAO PAULO"
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2932636,Google,2932636,-23.7920152,-46.7348308,,"SP, CARLOS JORGE SCHMIDT,         32, SAO PAULO"
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2932636,MapBox,2932636,-23.795478,-46.736795,0.875661,"SP, CARLOS JORGE SCHMIDT,         32, SAO PAULO"
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2932636,OpenRouteService,2932636,-23.570533,-46.663713,0.6,"SP, CARLOS JORGE SCHMIDT,         32, SAO PAULO"
        45,JANE VANINE CAPOZI,SAO PAULO,-23.868805,-46.678967,2932637,OpenRouteService,2932637,-23.570533,-46.663713,0.6,"SP, JANE VANINE CAPOZI,         45, SAO PAULO"
